
SPDR S&P 500 ETF Trust,Last: 395.94,Change:  6.28
"Date: March 27, 2021, 4:10 AM EDT",Bid: 395.6,Ask: 395.72,Size: 3*2,"Volume: 114,409,114"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Mar 26 2021,SPY210326C00374000,19.26,3.24,21.63,22.35,150,0.02,1,0.006,58,374.00,SPY210326P00374000,0.01,-0.015,0,0.01,7254,2.2358,-0.0028,0.001,6577
Fri Mar 26 2021,SPY210326C00375000,20.85,5.83,20.61,21.35,74,0.02,1,0.0065,283,375.00,SPY210326P00375000,0.01,-0.025,0,0.01,2504,2.001,-0.0016,0.0007,64963
Fri Mar 26 2021,SPY210326C00376000,17.49,3.465,19.63,20.35,176,0.02,1,0.0069,359,376.00,SPY210326P00376000,0.01,-0.025,0,0.01,5927,2.001,-0.0025,0.0011,14211
Fri Mar 26 2021,SPY210326C00377000,16.51,3.48,18.61,19.35,47,0.02,1,0.007,159,377.00,SPY210326P00377000,0.01,-0.035,0,0.01,9838,1.876,-0.0023,0.001,9367
Fri Mar 26 2021,SPY210326C00377500,16.97,4.445,18.11,18.85,630,0.02,1,0.0076,93,377.50,SPY210326P00377500,0.01,-0.035,0,0.01,15335,2.0635,-0.006,0.0022,6422
Fri Mar 26 2021,SPY210326C00378000,15.45,3.425,17.61,18.35,193,0.02,1,0.0072,200,378.00,SPY210326P00378000,0.01,-0.035,0,0.01,3112,1.7961,-0.0025,0.0012,10901
Fri Mar 26 2021,SPY210326C00379000,14.13,3.095,16.61,17.35,1222,0.02,1,0.0085,1360,379.00,SPY210326P00379000,0.01,-0.045,0,0.01,7524,1.7066,-0.0027,0.0013,16952
Fri Mar 26 2021,SPY210326C00380000,16.11,6.06,15.61,16.35,491,0.02,1,0.0075,1782,380.00,SPY210326P00380000,0.01,-0.065,0,0.01,17889,1.782,-0.0061,0.0026,36387
Fri Mar 26 2021,SPY210326C00381000,15.13,6.065,14.61,15.35,487,0.02,1,0.0081,1390,381.00,SPY210326P00381000,0.01,-0.075,0,0.01,10114,1.7019,-0.007,0.0031,11874
Fri Mar 26 2021,SPY210326C00382000,12.87,4.765,13.61,14.35,795,0.02,1,0.0096,1825,382.00,SPY210326P00382000,0.01,-0.105,0,0.01,19201,1.6112,-0.0078,0.0036,15280
Fri Mar 26 2021,SPY210326C00382500,10.26,2.655,13.11,13.85,674,0.02,1,0.0106,1360,382.50,SPY210326P00382500,0.01,-0.125,0,0.01,5009,1.5705,-0.0084,0.004,13364
Fri Mar 26 2021,SPY210326C00383000,13,5.88,12.61,13.35,783,0.02,1,0.011,2403,383.00,SPY210326P00383000,0.01,-0.135,0,0.01,10955,1.5176,-0.0086,0.0042,16036
Fri Mar 26 2021,SPY210326C00384000,12.07,5.885,11.61,12.35,1593,0.02,1,0.0123,4928,384.00,SPY210326P00384000,0.01,-0.195,0,0.01,23443,1.3977,-0.0086,0.0046,29071
Fri Mar 26 2021,SPY210326C00385000,11.06,5.815,10.61,11.35,2031,0.02,1,0.0129,4715,385.00,SPY210326P00385000,0.01,-0.275,0,0.01,39939,1.3008,-0.0096,0.0054,44215
Fri Mar 26 2021,SPY210326C00386000,10.01,5.655,9.61,10.35,3911,0.02,1,0.0143,7587,386.00,SPY210326P00386000,0.01,-0.375,0,0.01,43448,1.1885,-0.01,0.0061,21988
Fri Mar 26 2021,SPY210326C00387000,8.87,5.365,8.62,9.35,4225,0.02,0.994,0.0047,22161,387.00,SPY210326P00387000,0.01,-0.515,0,0.01,38917,1.1685,-0.0167,0.0097,22590
Fri Mar 26 2021,SPY210326C00387500,8.39,5.295,8.12,8.85,1955,0.02,1,0.0179,5789,387.50,SPY210326P00387500,0.04,-0.585,0,0.01,12634,1.0947,-0.016,0.01,13753
Fri Mar 26 2021,SPY210326C00388000,8.05,5.34,7.64,8.15,6724,0.02,1,0.0083,8388,388.00,SPY210326P00388000,0.01,-0.725,0,0.01,62133,1.0506,-0.0178,0.0114,20104
Fri Mar 26 2021,SPY210326C00389000,7,5,6.62,7.35,14576,0.02,0.9965,0.004,13341,389.00,SPY210326P00389000,0.01,-1.01,0,0.01,127299,0.9854,-0.0252,0.0163,12400
Fri Mar 26 2021,SPY210326C00390000,6.2,4.805,5.88,6.35,53523,0.02,0.9278,0.0332,22590,390.00,SPY210326P00390000,0.01,-1.405,0,0.01,232310,0.9093,-0.0348,0.0231,42430
Fri Mar 26 2021,SPY210326C00391000,5,4.085,4.98,5.35,157008,0.02,0.9005,0.0446,31595,391.00,SPY210326P00391000,0.01,-1.93,0,0.01,293748,0.8369,-0.0505,0.0339,7454
Fri Mar 26 2021,SPY210326C00392000,4.04,3.475,3.88,4.35,283148,0.02,0.9125,0.0536,18236,392.00,SPY210326P00392000,0.01,-2.57,0,0.01,175971,0.8006,-0.0852,0.0531,7746
Fri Mar 26 2021,SPY210326C00392500,3.51,3.085,3.41,3.85,104733,0.02,0.8911,0.0656,15098,392.50,SPY210326P00392500,0.01,-2.945,0,0.01,68881,0.802,-0.1157,0.0663,4821
Fri Mar 26 2021,SPY210326C00393000,3.02,2.695,2.93,3.36,191908,0.02,0.8744,0.079,29541,393.00,SPY210326P00393000,0.01,-3.345,0.01,0.02,70545,0.8249,-0.1598,0.0804,5048
Fri Mar 26 2021,SPY210326C00394000,2.03,1.845,1.94,2.26,133654,0.02,0.8774,0.1178,28970,394.00,SPY210326P00394000,0.01,-4.21,0.01,0.02,32118,1.0064,-0.2936,0.0934,4698
Fri Mar 26 2021,SPY210326C00395000,1.11,1.005,1.01,1.28,75707,0.02,0.7781,0.2317,40802,395.00,SPY210326P00395000,0.03,-5.11,0.02,0.03,19680,1.3678,-0.4199,0.078,6235
Fri Mar 26 2021,SPY210326C00396000,0.17,0.115,0.17,0.21,41691,0.02,0.4881,0.8062,33637,396.00,SPY210326P00396000,0.18,-5.91,0.18,0.2,8922,1.724,-0.4981,0.0632,3515
Fri Mar 26 2021,SPY210326C00397000,0.02,-0.015,0.01,0.02,25513,0.1359,0.0219,0.1051,19246,397.00,SPY210326P00397000,0.81,-6.26,0.77,1.21,3423,2.0413,-0.5499,0.0529,1286
Fri Mar 26 2021,SPY210326C00397500,0.01,-0.015,0,0.01,5827,0.2004,0.0204,0.0672,5235,397.50,SPY210326P00397500,2.03,-5.515,1.26,1.69,1379,2.1893,-0.5705,0.049,718
Fri Mar 26 2021,SPY210326C00398000,0.01,-0.005,0,0.01,9409,0.2582,0.0169,0.0443,11641,398.00,SPY210326P00398000,1.82,-6.22,1.74,2.19,1935,2.3348,-0.5884,0.0455,617
Fri Mar 26 2021,SPY210326C00399000,0.01,0.005,0,0.01,2721,0.3392,0.0079,0.0174,13725,399.00,SPY210326P00399000,3.02,-6.015,2.65,3.39,2196,2.6056,-0.6187,0.0399,604
Fri Mar 26 2021,SPY210326C00400000,0.01,0.005,0,0.01,7538,0.4432,0.007,0.012,40422,400.00,SPY210326P00400000,4.01,-6.01,3.65,4.41,5587,2.8694,-0.6429,0.0355,4609
Fri Mar 26 2021,SPY210326C00401000,0.01,0.005,0,0.01,713,0.5656,0.0082,0.0108,11136,401.00,SPY210326P00401000,7.16,-3.86,4.65,5.38,1014,3.1196,-0.6632,0.0319,187
Fri Mar 26 2021,SPY210326C00402000,0.01,0.005,0,0.01,279,0.6597,0.0069,0.008,9842,402.00,SPY210326P00402000,10.31,-1.71,5.65,6.38,595,3.3576,-0.6806,0.029,21
Fri Mar 26 2021,SPY210326C00402500,0.01,0.005,0,0.01,51,0.6597,0.0038,0.0047,12000,402.50,SPY210326P00402500,10.78,-1.74,6.15,6.88,124,3.4744,-0.6883,0.0278,113
Fri Mar 26 2021,SPY210326C00403000,0.01,0.005,0,0.01,862,0.7816,0.0077,0.0074,6192,403.00,SPY210326P00403000,11.75,-1.27,6.65,7.38,102,3.5897,-0.6956,0.0266,29
Fri Mar 26 2021,SPY210326C00404000,0.01,0.005,0,0.01,1933,0.8426,0.0052,0.0048,13019,404.00,SPY210326P00404000,10.56,-3.46,7.65,8.38,104,3.8091,-0.7093,0.0246,1
Fri Mar 26 2021,SPY210326C00405000,0.01,0.005,0,0.01,41,0.9036,0.0036,0.0033,10025,405.00,SPY210326P00405000,12.73,-2.285,8.65,9.38,8,4.0283,-0.7207,0.0228,27
Fri Mar 26 2021,SPY210326C00406000,0.01,0.005,0,0.01,15,1.0255,0.0043,0.0034,8923,406.00,SPY210326P00406000,13.26,-2.755,9.65,10.37,28,4.2605,-0.7298,0.0212,23
Fri Mar 26 2021,SPY210326C00407000,0.01,0.005,0,0.01,4,1.068,0.0028,0.0022,4732,407.00,SPY210326P00407000,20.29,0,10.65,11.38,0,4.4583,-0.7403,0.0198,6
Fri Mar 26 2021,SPY210326C00407500,0.01,0.005,0,0.01,12,1.1906,0.0047,0.0031,5586,407.50,SPY210326P00407500,14.73,-2.785,11.15,11.88,31,4.5426,-0.7458,0.0193,0
Fri Mar 26 2021,SPY210326C00408000,0.01,0.005,0,0.01,2,1.1977,0.0036,0.0024,5282,408.00,SPY210326P00408000,16.13,-1.885,11.65,12.38,15,4.6641,-0.7488,0.0186,10
Fri Mar 26 2021,SPY210326C00409000,0.01,0.005,0,0.01,1,1.3283,0.0043,0.0026,5697,409.00,SPY210326P00409000,16.86,-2.155,12.65,13.37,18,4.8749,-0.7558,0.0176,169
Fri Mar 26 2021,SPY210326C00410000,0.01,0.005,0,0.01,3,1.3509,0.0027,0.0017,25648,410.00,SPY210326P00410000,16.49,-3.52,13.65,14.38,194,5.0646,-0.7638,0.0166,193
Fri Mar 26 2021,SPY210326C00411000,0.01,0,0,0.01,0,1.3831,0.0019,0.0012,2224,411.00,SPY210326P00411000,18.22,-2.79,14.65,15.38,4,5.2587,-0.7704,0.0157,14
Fri Mar 26 2021,SPY210326C00412000,0.01,0,0,0.01,0,1.5245,0.0025,0.0014,1934,412.00,SPY210326P00412000,20.04,-1.97,15.65,16.38,3,5.4507,-0.7766,0.015,64
Fri Mar 26 2021,SPY210326C00412500,0.01,0,0,0.01,0,1.6398,0.0036,0.0018,1885,412.50,SPY210326P00412500,16.75,-5.76,16.15,16.88,2,5.5413,-0.7797,0.0146,46
Fri Mar 26 2021,SPY210326C00413000,0.01,0.005,0,0.01,1,1.6635,0.0032,0.0016,965,413.00,SPY210326P00413000,25.31,0,16.65,17.38,0,5.6405,-0.7822,0.0142,1
Fri Mar 26 2021,SPY210326C00414000,0.07,0,0,0.01,0,1.7247,0.0027,0.0013,1241,414.00,SPY210326P00414000,27.79,0,17.65,18.38,0,5.8267,-0.7876,0.0136,68
Fri Mar 26 2021,SPY210326C00415000,0.01,0,0,0.01,0,1.8065,0.0026,0.0012,1780,415.00,SPY210326P00415000,21.6,-3.41,18.65,19.38,3,6.0101,-0.7926,0.013,37
Fri Mar 26 2021,SPY210326C00416000,0.01,0,0,0.01,0,1.8791,0.0023,0.0011,870,416.00,SPY210326P00416000,27.11,0,19.65,20.38,0,6.1929,-0.7972,0.0124,27
Fri Mar 26 2021,SPY210326C00417000,0.01,0.005,0,0.01,15,2.001,0.0027,0.0011,1562,417.00,SPY210326P00417000,27.72,0,20.65,21.38,0,6.3727,-0.8016,0.0119,6
Fri Mar 26 2021,SPY210326C00418000,0.01,0,0,0.01,0,2.001,0.0018,0.0008,1187,418.00,SPY210326P00418000,25.99,0,21.65,22.38,0,6.5506,-0.8057,0.0115,1
Fri Mar 26 2021,SPY210326C00419000,0.01,0,0,0.01,0,2.126,0.0021,0.0009,380,419.00,SPY210326P00419000,29.49,0,22.65,23.38,0,6.7215,-0.8098,0.011,0
Fri Mar 26 2021,SPY210326C00420000,0.01,0,0,0.01,0,2.1816,0.0018,0.0007,2904,420.00,SPY210326P00420000,29.77,0,23.65,24.38,0,6.9157,-0.8127,0.0106,35
Fri Mar 26 2021,SPY210326C00421000,0.01,0,0,0.01,0,2.3097,0.0021,0.0008,1034,421.00,SPY210326P00421000,33.29,0,24.65,25.38,0,7.0727,-0.8168,0.0102,10
Fri Mar 26 2021,SPY210326C00422000,0.01,0,0,0.01,0,2.2664,0.0012,0.0005,411,422.00,SPY210326P00422000,32.72,0,25.65,26.38,0,7.2333,-0.8205,0.0099,0
Fri Mar 26 2021,SPY210326C00423000,0.01,0,0,0.01,0,2.532,0.0025,0.0008,447,423.00,SPY210326P00423000,33.91,0,26.65,27.38,0,7.4049,-0.8235,0.0096,0
Fri Mar 26 2021,SPY210326C00424000,0.01,0.005,0,0.01,27,2.5384,0.0019,0.0006,514,424.00,SPY210326P00424000,0,0,27.65,28.37,0,7.5901,-0.8257,0.0092,0
Fri Mar 26 2021,SPY210326C00425000,0.01,0,0,0.01,0,2.5458,0.0014,0.0005,2130,425.00,SPY210326P00425000,39.14,0,28.65,29.38,0,7.7592,-0.8287,0.0089,4
Fri Mar 26 2021,SPY210326C00426000,0.01,0.005,0,0.01,1,2.5544,0.001,0.0004,1004,426.00,SPY210326P00426000,35.51,-0.5,29.65,30.38,4,7.8927,-0.8325,0.0087,10
Fri Mar 26 2021,SPY210326C00427000,0.01,0,0,0.01,0,2.804,0.0019,0.0006,613,427.00,SPY210326P00427000,34.85,0,30.65,31.38,0,8.0698,-0.8346,0.0084,13
Fri Mar 26 2021,SPY210326C00428000,0.01,0,0,0.01,0,2.8142,0.0015,0.0005,4352,428.00,SPY210326P00428000,38.51,0,31.65,32.38,0,8.2256,-0.8373,0.0082,67
Fri Mar 26 2021,SPY210326C00429000,0.01,0,0,0.01,0,2.8263,0.0011,0.0004,5003,429.00,SPY210326P00429000,39.33,0,32.65,33.38,0,8.3912,-0.8395,0.0079,4
Fri Mar 26 2021,SPY210326C00430000,0.01,0,0,0.01,0,3.0729,0.002,0.0006,1331,430.00,SPY210326P00430000,39.51,-0.5,33.65,34.38,4,8.5548,-0.8416,0.0077,2
Fri Mar 26 2021,SPY210326C00435000,0.01,0,0,0.01,0,3.3882,0.0014,0.0004,2821,435.00,SPY210326P00435000,48.56,0,38.65,39.38,0,9.3241,-0.8522,0.0068,7
Fri Mar 26 2021,SPY210326C00440000,0.01,0,0,0.01,0,3.7502,0.0013,0.0003,141,440.00,SPY210326P00440000,54.71,0,43.65,44.38,0,10.0733,-0.8608,0.006,18
Fri Mar 26 2021,SPY210326C00445000,0.01,0,0,0.01,0,4.001,0.0009,0.0002,1981,445.00,SPY210326P00445000,56.95,0,48.65,49.38,0,10.7983,-0.8682,0.0054,4
Fri Mar 26 2021,SPY210326C00450000,0.01,0,0,0.01,0,4.4568,0.001,0.0002,244,450.00,SPY210326P00450000,58.04,-1.985,53.65,54.38,4,11.501,-0.8746,0.0049,0
Fri Mar 26 2021,SPY210326C00455000,0.01,0,0,0.01,0,4.6514,0.0007,0.0001,109,455.00,SPY210326P00455000,70.39,0,58.65,59.38,0,12.1844,-0.8801,0.0045,20
Fri Mar 26 2021,SPY210326C00460000,0.01,0,0,0.01,0,5.1963,0.001,0.0002,4,460.00,SPY210326P00460000,71.86,0,63.65,64.38,0,12.8508,-0.8851,0.0041,0
Fri Mar 26 2021,SPY210326C00465000,0.03,0,0,0.01,0,5.3787,0.0007,0.0001,1,465.00,SPY210326P00465000,0,0,68.65,69.38,0,13.501,-0.8894,0.0038,0
Fri Mar 26 2021,SPY210326C00470000,0.01,0,0,0.01,0,6.001,0.0011,0.0002,5,470.00,SPY210326P00470000,78.58,-1.44,73.65,74.38,10,14.1341,-0.8934,0.0035,0
Mon Mar 29 2021,SPY210329C00190000,195.73,0,205.75,206.26,0,0.02,1,0.0005,20,190.00,SPY210329P00190000,0.01,0.005,0,0.01,50,2.3309,-0.0002,0,1682
Mon Mar 29 2021,SPY210329C00195000,194.44,0,200.75,201.26,0,0.02,1,0.0005,1,195.00,SPY210329P00195000,0,0,0,0.01,0,2.229,-0.0002,0,0
